pname,playtime
Johnny,2522030
CabbageHands,2520415
sabotagetoday,2519844
flyleaff,2519822
Hakko,2515372
RKaid,2514448
omnirizon,2513795
azarias,2513577
MediocreGatsby,2513225
Conn321,2510476
alphacentauri,2510249
moq,2510193
marklar909,2509524
slayr,2509517
wotkd0121004,2509140
PolloIta,2509027
Kaishin,2503793
dying5ever,2502851
dracfodder,2502050
Tatsuya,2501231
DiscoBob,2500562
kazon,2496192
TheBeefSupreme,2495197
thesequoiad,2494783
instar,2493585
Terrapin,2489789
Antem,2488404
ekiM,2487885
Elvor,2486948
Gorgo,2483856
cptwinky,2483731
Faca,2483606
Zabinka,2482916
sharkfinsouperman,2481865
infinitevox,2481582
Ololoev,2481279
Omnibus,2478870
astronautguy,2478551
LokiBrotherOfThor,2478504
jun0613,2476178
manon,2475741
Castanova,2472637
exant,2471591
CipHuK,2471304
Ned,2470502
leon,2468765
Zubeida,2468429
Beebo,2467540
Salasann,2467532
Brickman,2467006
oryxwild,2465852
ezmonkey,2465066
Wahll,2464519
Gssh,2463632
dontdoit,2463125
Tovarisch,2462545
HEYYEYAAE,2459999
Paps,2459777
ksagri,2454331
jjjjhere,2452975
Cab,2452700
Bodigarde,2452669
SmilinJack,2450321
oblong,2447519
Ajonos,2447147
Wesley,2446057
Jano,2445896
Gutso,2445439
Feta,2445100
WilsonTG,2443777
Eptagon,2443485
puissantveil,2441404
Haldmier,2440255
ziggurnaut,2439325
CcS,2439010
ASCIIPhilia,2438333
morfei,2437178
Psiweapon,2436765
Spectrina,2434310
xerion567,2433998
nogglebeak,2433988
nefandi,2430525
jackall,2424118
marsbars,2421561
damiac,2419315
Atomjack,2418834
rbyellow5,2416773
terra52,2414672
Arkorax,2414670
Toogi,2413901
gw,2413667
Larett,2412000
bombasticus,2411421
fourfacedrat,2410192
Only3Rune,2408204
DolRinEe,2408131
aspy,2406819
Tallon,2405683
Raven,2405630
tigertrap,2405128
mti,2404051
Acidburn6,2400543
TheWanderingKnight,2400040
Ratboiler,2399464
Broken26,2399188
Coron,2398596
Piu,2397841
Bolverk,2397417
Glitz,2396216
kml1283,2395904
jokujoka,2393592
Naruni,2391655
equalderp2856,2390644
zahalkas,2389653
Amplified,2388775
NinthSettler,2386840
joshe,2386059
buddha,2383051
fdshfn,2381402
Lekart,2381290
dwoobler,2377490
Jazzimus,2377188
AiretMC,2376713
Leissi,2376067
Yendor,2375945
Hellonello,2374161
dialectric,2373052
Learith,2372029
pisklak,2369149
cheese,2368517
exy,2367459
exolun,2365965
Icemage,2364740
How,2363470
elenap21,2362328
xorb813,2359922
chalk,2359092
bookman,2358534
Kenreth,2358215
hanon12,2357704
Xryugk,2357353
dragoon,2356760
Guido,2355798
ssalbiz,2354954
Yxhuvud,2353921
MrDNA,2352364
convarich,2348188
Chago123,2347783
MrFlay,2347505
Webmant,2347023
MistraI,2346301
brittlin,2345865
chofbri,2345615
westexas,2341881
PopLock,2341214
SriBri,2340888
Frosteey,2340584
910rd,2339034
zoloft,2338923
maxonian,2338793
Firebatgyro,2338159
Daviar,2338010
jimmypage,2337808
Kairos,2337006
faibistes,2337003
kae,2334432
TZer0,2333139
Perryman,2332423
lakas,2330759
foophykins,2329751
Wiz,2329490
handsome,2329261
EriktheRed,2329252
newst,2328403
Zauren,2325401
Tux,2324120
larasium,2321706
R007833r,2320663
reasonance,2320053
BagonaHo,2317138
Fleurka,2317036
Serfuzz,2315995
skewfiend,2313843
CarbonBasedLifeform,2313692
gamezota,2313217
Sigurd,2312815
wvc,2312813
Omniguy,2311130
DrEnzyme,2310768
bullock,2310404
Sabo,2309900
Snarg,2309889
trm,2308929
dtmccombs,2304950
ventricule,2304813
jestert79,2302755
LifeFF,2302466
Duvessa,2301472
Nicoed,2300881
frostgod,2299588
Plasmo,2299011
afd,2297782
Qlqri,2297368
cribozai,2296518
Banto,2294681
Garhauk,2294478
buki,2293424
thevalrus,2293080
mg7810,2290590
Platnick,2290150
Otterlegs,2289641
Kozaczu,2289072
Fruden,2288820
ToastedZergling,2288640
Slowdrip,2288612
Nosferax,2288144
destino,2287421
Stigweard,2286266
Multipenetrator,2286122
wazuzu,2285849
insane59,2285441
isthmus,2285197
ioannis32,2284523
StonerKitturk,2282554
cybersaint2k,2281373
MyelinatedAxon,2280310
jake482,2280055
daryashkoh,2278636
Boodz,2277450
suduhmizer,2277410
tommy14,2276363
AAA,2275132
Inde,2274985
eys16,2272862
tehofadaz,2272114
Osk,2271050
gg19,2270211
phalm,2270204
stoc,2268507
arglypuff,2268334
Aquadorian,2264004
Heliophobic,2263715
Shard1697,2262742
laan,2260638
Errol1,2259720
Gypsu,2259459
Anway,2258793
elan,2257970
undieable,2257353
valium,2256530
ZombieSheep,2256194
Sneal,2255026
DogShitOnMyToe,2252752
raorwig,2252544
Anranius,2246946
Zaque,2246402
Shiren,2245706
AxeManiac,2244449
Nightdew,2244314
Voda,2244106
dang3rdave,2243833
filfer,2243094
cerulescent,2242518
Hector,2242014
leeig,2241274
Cryptic,2240804
BurntOutDruid,2240031
NOSA,2238647
THUG4L1F3,2238234
tommy9000,2236380
Joehai,2236361
slitherrr,2236258
frogmouthbird,2235032
merphle,2233373
Fusentrap,2231896
bookofjude,2231831
LovePenguin,2230839
wasd64,2225585
purplemustard,2225467
brae,2224914
CompileTime,2224842
hydrownug,2224662
Acheron,2224309
apoch,2223610
Megalobster,2222102
duul,2220712
Tinylith,2219635
MTDW,2219038
StarkRED,2218594
ggul009,2218050
UpsideDownChuck,2217940
jiveturtle,2216757
whir,2216132
soark,2215040
poky,2214415
HaraKiri,2212785
thenty,2211672
Kirara,2211507
Tentenko,2211501
AStranger,2211054
prospero,2210761
psycobo,2209888
hellotanjent,2208695
Veteran,2208061
bhh,2205248
CarefulOdds,2203472
themingz,2203211
fatvalkilmer,2202876
Tityrus,2202582
Lorenz,2200936
sirprim,2200656
Sin92,2200624
syranez,2198789
psch,2197961
lorenz,2197956
edgefigaro,2197429
Timinator,2196665
Insan,2196600
droogie,2194929
Lucherd,2193821
Twinkles,2190843
jessie,2190484
nabalzbhf,2190083
dnruddnjs123,2189594
Richler15,2189456
chimpus,2184925
lansh,2182910
hell0,2182175
cheld556,2181384
airsick,2180715
Murumi,2180617
spaige,2180419
WucadMu,2179529
jestyr24,2178779
wakim,2177269
deifeln,2174545
Nausicaa,2173146
ZChris13,2171159
Nico3ck,2170768
blooo,2170424
willcat,2168706
Snikeer,2168223
Fingolfin,2167709
flow,2167057
AlStar,2166802
Shred,2166473
takos,2165917
flyingllamaman,2165757
wonderfulful,2164116
Dittersdorf,2163196
BluebellGnoll,2162950
KeroKeroCola,2162760
TySteely,2161781
sahdkjhfkaj,2160690
Firecrotchwizard,2159987
hortensia,2159754
stasibear,2158870
tewe,2158265
rrossfarrar,2158121
docbosch,2157882
kryft,2157756
Squidcat,2157295
DMaster,2157053
snarwin,2156497
cuchulain,2155844
farkougg,2155786
Eglamore,2155764
manman,2155070
abcddd,2153868
Bozobub,2153253
Synoecium,2153151
Slang,2152747
mole0619,2152634
JimmahDean,2151999
Tegga21,2151620
phantasmist,2151533
beigtais,2151162
hyperelliptic,2148919
aj12037,2147816
VisualChap,2147738
RoxStarzBM,2146296
Tempus,2145791
Maniacuz,2145092
Quirk,2144971
Cheibrodos,2144864
kirano666,2144429
rbrb,2142790
mpzz,2142634
Ocedius,2142168
liarnose,2138944
Jed,2138671
Athquiz,2136686
calc,2136366
arbitraryname,2135901
Ivernyr,2133607
Clouseau,2133519
Abara,2131636
Execuda,2131171
Phssthpok,2130023
greatstarguy,2129549
sanboga,2129476
MetaCosm,2128277
Deemzul,2126630
Aoae,2126578
howlingfantods,2126345
MakeMeASandwich,2125278
christiangoth,2123353
yrara,2121910
Jeff,2120471
Vortex,2119831
megamegu,2117819
lomarcan77,2117683
Rache69,2116823
DasRunzen,2116309
Baal,2116118
buthix9,2115186
whales2,2112534
lyrin,2111903
mustard,2111457
cedordark,2110461
chexuma,2106273
quirkyturtle,2105887
dayshawn,2105238
CaptC,2104459
Tory,2104346
punpun,2103784
Huff,2101483
teachmeimnoob,2099064
relicbr,2097292
tealeaves,2096537
yesno,2096292
ProfRocks,2096159
TyGuy6,2096046
gargbit,2095734
MalcolmRose,2095085
MeloName,2094659
grerr,2094341
Margery,2094059
destrovel,2093993
Pinkiepie,2093357
Narretz,2093109
qejohnson,2091560
laxity,2090893
blazinghand,2090566
freej,2089669
ADDA,2089497
namnharef,2089253
Sokar,2088573
Laif,2088083
Swiss,2088081
PleasingFungus,2087953
DarkwingDuck,2086922
TheTwistedOwl,2086448
voterfraud,2086344
HobsGoblin,2086229
vurker,2086109
AyAyRon,2085669
Shock,2085082
nefhilion,2083249
urish,2080697
ivan1429,2079723
mrpyro,2079537
xoxohorses,2079438
superterranean,2079437
tizzy,2078632
ObaWulf,2077320
BeowulfAlex,2076691
nagaseeker,2074016
slughead42,2073080
Sanddman,2071947
dawnfrost,2071812
Shandreya,2071701
lessens,2069503
FromWork,2068937
FlyingSquare,2068728
Canard,2067887
Glenstorm,2067721
Flooderbenga,2067071
LSt,2065778
skk,2065092
squid,2064193
Ninjajoe,2064048
Gonk,2063348
cyborgemu,2063099
YTcomUltraviolent4,2062737
hinzch92,2062362
lordaltan,2061842
HaliRyan,2061330
Led,2059938
Naibos,2058843
bronco,2057783
Anaz,2057627
garbled,2056687
LiterOCola,2056353
Jod,2054822
nrook,2054780
joji,2053963
scrubnub,2053648
stevs,2051388
Dyno,2050972
rhovland,2050765
DarkTechnomancer,2050599
FrankyJ,2050221
Umoon,2049778
Ihryk,2049296
Descartes,2048991
OffsetSiren,2047052
Hourscht,2046547
stef,2046028
Larvi,2045796
Prono,2044516
Ebonnov,2043798
Vehunnet,2043745
Gemini00,2041304
Frank,2041018
apparentbliss,2040213
barcode,2039474
nojaa,2038905
AlmostDecent,2038411
tuppins,2037488
TheSomberlain,2034600
trucutru,2034466
donomii,2033448
unreal,2033312
Detona,2032952
doroboNeko,2032127
tripitaka,2032011
herself,2031360
ceb,2031097
dvd2,2029951
Marvel,2028768
ironman,2028602
Bigslacks,2027551
steelbag,2027257
derrpe,2027100
absolon,2026378
Magatonman,2026206
xraymikek,2026170
Woodford,2025067
oidap,2023551
ragingrage,2021690
Valmet,2021675
Copingsaw,2021160
jaruokki,2020957
aGrue8u,2020826
Dritzzz,2020235
bait,2020172
mlskboy,2019875
fiyawerx,2019398
jordiebear88,2019198
Hushed,2019144
kaisn,2017546
Floodkiller,2017003
cheetah7071,2016007
olXor,2014430
achirane,2013840
katc13,2013619
dazzle,2013609
TangoThomas,2012680
Geeful,2010408
Mansion,2009823
Spacey,2009658
Silvos,2009216
godgameSPD,2007852
2FriedEggs,2007450
Qui,2006901
rinsrain,2005893
SeaWater,2005864
Adora,2005800
gabygaby,2004422
FiftyNine,2003255
dragonknight44,2002655
Bort,2002599
babuloseo,2001520
kirsanium,2000161
tosi1,2000084
tellian,2000020
Phong,1999601
bucketlist,1999394
Mygna,1998839
rhdghd,1998336
FilthyApe,1998151
spacejung,1997465
cobaltphoenix,1995837
Ezendos,1995133
cdecastro,1995030
Muffindrake,1994734
Cheburashka,1994726
sydd,1994175
LobsterGuardian,1994001
kaibutsu,1993803
vlad,1993616
BlueFish,1993207
spriseris,1992863
coolrobin,1992323
blexxed,1992145
koxman,1992143
gregunderscorem,1991970
Dominolapin,1991699
Glaeka,1991519
buskinjo,1990649
Krusk,1990302
maniac,1989958
Mulky,1989275
cinornu,1989086
PixelatedCat,1989011
Tramtrist,1988765
dtom,1988452
bgiannan,1988268
Sixotanaka,1988078
corax,1986301
Sair,1986082
sixsigma,1986035
johns,1984748
newbestfriend,1984676
bazoo,1983373
smarmy,1982254
WSLaFleur,1981608
eibelandr,1981298
532ks,1981057
xvga,1979600
Ladykiller69,1978950
ajna7712,1978213
tekelili,1978204
barakagiga,1978170
NotWillard,1978104
blinkfrog,1977589
Ozymandias,1976738
Saltbearer,1976604
Thrillho,1976185
Vgan,1974482
MisaMisa,1974404
zhngchq,1974378
Oozefury,1973653
Chish,1973527
Terrin,1973518
dirge,1973090
Meowch,1972825
Orph,1972335
lorenzova,1971992
Csikos,1971495
Gogmagog,1971491
Pereza0,1969544
Sobieck,1969497
lerugray,1968043
AlmondAAA,1967246
gmarks,1966389
niggergoku,1966235
Cardeni,1965592
maso,1964984
Typee,1964885
Abraxos,1964531
yom,1964347
Malificent,1961706
hummelmike,1961605
zeram,1960431
rupert,1959725
OpKing,1959607
Sassenached,1959093
Eifeltrampel,1958975
koleejw,1958577
Wahaha,1958485
Fieros,1955718
maximusg,1955424
yalue,1955396
UristMcMason,1954442
TaxicabSamurai,1954005
jesusflecha,1953052
timpakay,1952117
Aquariasty,1949575
irum,1949476
cireshan,1949038
bad,1948177
Hiru,1947895
icemanSX,1942393
koshka,1942139
NaotaZ,1942030
Zrachosh,1941412
Eron,1940891
PikkenKukken,1940887
DarkFrog,1940142
aardvark,1938346
CannibalFerox,1937376
dillytodds,1936769
vatarom,1935493
zyrkx,1935129
dc192168,1934946
mobydollar,1932563
Laraso,1932501
SGrunt,1932269
Kloppie,1932222
porkupine,1931849
dudeonehundred,1930805
Hedningen,1930469
Demosthentine,1930467
Xoai,1930240
Brain,1930112
sifmole,1929289
Aviak,1929138
MeekVeins,1928420
Xombeh,1927642
craenm,1927453
ggul007,1927175
Heedrag,1925324
ObadiahtheSlim,1925171
libidonplus,1922933
Shador,1922830
Huymann,1921890
AuditDaFed,1921767
totalnoob,1920196
wheals,1919479
jalala,1918949
shrooms,1918576
Perpetual13,1917544
Irenicus,1917302
sugabear,1916710
Mussorgsky,1916606
MrBlue0,1916447
Dagoth,1915697
RandomHacker,1915692
joedirt,1912786
Dirian,1912135
Mneme,1911499
kanadayoon,1910816
djmy96,1910716
B1inky,1910654
Voodoofly,1909991
Nicocat,1909665
hogefugakun,1908797
bamdok,1906914
korthal,1906574
Arcturus,1906467
yottam,1904249
ikki,1904249
titanjones,1903004
dis,1902132
kottodat,1900797
djroomba,1899138
Whiskey,1899084
rend,1898746
night,1898346
MenacingMecha,1898119
CFSZero,1896531
chesyn,1894726
Yawgmoth,1894329
Davian,1893861
ww7,1892652
moocowpong2,1892306
FaceHandsoms,1892088
ythm,1890199
GameOver,1889463
Dragon,1889303
herry0,1888635
PeterMcNeter,1888038
iroha,1887231
Gadrel,1885747
rootoo,1884852
riellis,1884460
KennySheep,1883679
lehudeep,1883615
Dipster,1883425
Totori,1883389
sankara,1882717
wiuwiu,1882339
mistaj,1880629
Thrall,1880539
fish,1880245
Forgotmyname,1880049
darksquall,1879779
Rangimanse,1878819
Dalarist,1878660
snow,1877422
Platinus,1876675
cpf86,1875292
Agathocles,1875021
SolCadguy,1874619
Chog,1874583
Kagero,1872356
Vall,1871441
Defenestrator,1871280
honeybadger,1870987
doublebanjo,1870460
Cenon,1869985
Demise,1869461
vermifax,1868175
morra,1866980
Terra,1866940
Clownie,1866387
teachthemImnotnoob,1866025
Acetwo5,1865329
rphoffm,1864852
eruonna,1864736
coldbreeze,1864273
Maurog,1862678
Conn,1862356
BrockL,1862016
ClawlessVictory,1861512
Zeloya,1860992
jiml777,1859846
Khashishi,1859505
Rayonic,1858748
Prey,1858700
Setanta,1857664
Olive,1857519
Arkaster77,1857125
ChrisM345,1857111
Tedronai,1856938
Asteosic,1856389
aubilenon,1854223
quell,1853255
caco,1852982
BubbleThief,1852604
Zeor,1852049
Sokengo,1851501
raph,1851379
kerensky,1851009
Genou,1850881
Stoats,1850755
tildeath,1848820
tobeofuse,1848694
graymark,1846916
clweeks,1845866
matticus,1845835
Necrophagist,1845262
Cadash,1844955
oinker,1844675
FIQ,1844601
Hellmonk,1844248
MrPeeps,1844183
eggegg,1842857
temujin,1842388
rivergoingmurderer,1842383
Dharzhak,1842178
Corin,1840220
Harvester,1838406
Mukuu,1837645
WallyJ,1837016
Komi,1836857
chjornaq,1836627
newsoup,1835822
kaze,1835751
holliwood,1835409
topfpfpflanze,1835219
TheAlgebraist,1832567
mhilhors,1829682
Marnie,1829420
CndrllInCrmsn,1828829
spanner,1828362
0xDEADFACE,1828112
kzierhut,1827474
ForgottenOne,1827153
KeeTraxx,1826950
chillblain,1826659
SilvereR,1825270
Kassan,1824211
Shadowmage952,1823354
LordUnchemael,1822405
moramartin,1821589
stripedtigrrr,1821486
ringo67,1821406
Stormphoenix,1821244
Etesian,1820239
acidapple,1820226
wtface,1819925
suomimenusko,1818788
Deaus,1818558
IAMYOURFATHER,1818338
foxwith,1818106
flord,1817299
Aoryu,1816043
TwistedFlax,1815423
Syrinius,1815186
sullage,1815179
CHOBO4EVER,1815087
december12,1814339
Korinth,1813639
Krim,1813368
JaeBy,1812714
bluemoon,1811881
murderhobo,1811784
CreepingCrawled,1811697
StarButterfly,1811473
split,1811114
growf,1810543
miro,1810015
luke0000015,1809120
Nilihum,1808703
gamjatang,1808034
Dvallin,1806163
LukarsButtSlave,1803853
agentsparrow,1803155
cortm,1802282
coweater,1801885
Jrobins,1801750
Arafel,1800678
BountyHunterSAx,1799178
amyex,1798757
Keolah,1796488
ketamine,1795786
Rebelfire,1795498
simm,1794932
dragonlass,1793996
PaiMei,1793668
EightySix,1793602
Dichotomy,1792939
PoopBridge,1791852
ishanyx,1790263
epen,1790210
Julia,1790124
platinum,1789682
Aak,1789548
timneilson,1789463
rigao,1789170
coffeespoons,1788985
Kal,1788106
jvj24601,1787899
bigcatlittledog,1787053
Phoenix,1787033
Stumblebum,1786848
zishaf,1786588
purge,1785857
Spleggoth,1784923
gorper,1784742
Venerence,1784711
Lyfon,1784668
Oddsox,1783909
nachodelamancha,1783622
Grim,1782699
esc,1782693
joeltco,1781983
Rayvis,1781116
amaki47,1780612
ruwin,1779895
Nivim,1778819
Azurite,1778618
Archers,1777199
Foonesh,1776460
sirjames,1775750
MisterOstroum,1775746
Voland,1775303
Faustar,1774946
raguz,1774805
huehuecoyotl,1772268
Madrezaan,1771890
Trampli,1771810
Skivuli,1771338
Icepheonix32,1771195
Retrospecter,1770664
Placentus,1769262
Sastopher,1768517
tailblues,1767800
KaosKat,1767540
GreatZebu,1767417
Footloop,1766898
Omrii,1766271
jerkstore,1766050
Chantix,1765921
disagree,1765299
Ferkelamun,1764758
onono,1764599
Grerr,1764332
streetpizza,1763504
blami,1763339
Aarinfel,1763111
Xenofex,1762857
Zgarb,1762500
arn,1762158
moogleknight,1762064
Croanthos,1761642
SavageFantastic,1761341
nottwo,1760953
FishyPogo,1760232
mahrgell,1760169
Langoroth,1758622
melmothX,1758502
dingbaticus,1757505
wontolla,1756792
Sonofthefire,1756695
Georg,1756578
Caminho,1756381
Skan,1756347
chippings,1756194
BluePsion,1754829
Wong,1754017
shitimlost,1753885
Karim,1753348
LawndartJedi,1753098
herbaltea,1750268
H0rd4k,1748557
Spect,1748161
Ganima,1746913
MeltingBaka,1746178
Elenore,1745977
jins,1745547
Temujin,1745547
Shinigami345,1745392
nel,1744918
JirkfaceJones,1744774
stillor,1744309
Wilberforcelj,1744280
futhee,1743692
842165b,1743577
gribnar,1743062
Katai,1742021
st0uf,1741824
Philip,1741550
skumtomte,1741110
Binturong,1740160
PigVomit,1739744
aturtledoesbite,1738080
xccam,1737601
fanggot,1737132
shwouchk,1736987
splitzer,1736835
Lemonizer,1736822
silentsigil,1736377
iamoutofideas,1736052
Apogee,1734592
zighart,1733982
jefus,1733717
kinenseiburu,1732826
chessplaya,1731839
KittyFluff,1731760
Fuodd,1731701
deskach,1731591
smite,1730745
TheSilverBeluga,1729955
antym,1729877
runemage,1729080
mindlar,1727829
DreamWalker,1727565
Xiscapia,1727445
Jarlyk2,1727436
allbefore,1726617
Vlans,1726485
Argons,1726343
4FPSwarrior,1725530
zahlanzi,1725094
albenzo,1724022
sparky7891,1723890
Brysos,1723718
Hirasi,1722766
Lobsterpants,1722551
splash,1721380
Onia,1720994
Orctaku,1720232
Xerdoz,1719857
CrazyMind,1719677
brandie,1718594
Cryogen,1718232
Arithrix,1718201
VicViper,1718095
pajamin,1717834
Demiham,1717708
aev,1717411
Badjas,1717230
Soyweiser,1717210
reaverb,1716909
tweeg707,1715752
hairmachine,1715715
m1i2n348,1715635
SirSamVimes,1715162
9uMaH,1714933
omol,1714354
Gorgoleon,1713499
Buffagor,1713261
qipq,1712854
Kagalorn,1712604
twillightdoom,1712482
rupin,1711923
badtown,1711306
hemabe71,1710585
AverageBear,1709620
poxu,1709470
aquila,1709389
skilld14,1709125
Vactor,1709032
BobbyTwoHands,1708594
letownia2,1708029
hilaritas,1707210
esper6,1706844
agaric,1706700
Sativa,1706588
grn94,1706426
talyn,1705967
choi,1704590
madreisz,1704306
pmiller623,1704262
varam,1703962
